Year,State,Accidents,Fatalities,Cause,Month
2020,Delhi,1782,455,Drunk Driving,May
2023,Haryana,4471,1284,Vehicle Defect,Sep
2021,Punjab,3252,898,Vehicle Defect,Aug
2018,Delhi,1852,547,Vehicle Defect,Feb
2015,Haryana,2070,530,Overtaking,Aug
2020,Tamil Nadu,3463,671,Weather,Feb
2022,Kerala,3159,369,Drunk Driving,Nov
2019,Haryana,4012,683,Weather,Apr
2019,Bihar,1984,270,Speeding,Aug
2017,Rajasthan,3629,918,Weather,Dec
2023,Bihar,1061,124,Drunk Driving,Nov
2015,Delhi,3333,623,Overtaking,Sep
2021,West Bengal,1934,354,Vehicle Defect,Apr
2023,Uttar Pradesh,168,21,Speeding,Oct
2017,Karnataka,2943,836,Vehicle Defect,May
2019,Bihar,371,66,Speeding,Feb
2020,Maharashtra,3418,366,Vehicle Defect,Dec
2015,Assam,3575,874,Weather,Aug
2016,Haryana,3905,421,Drunk Driving,Jan
2021,Haryana,3426,374,Weather,Jun
2020,Rajasthan,2335,487,Vehicle Defect,Mar
2015,Kerala,299,60,Speeding,Jun
2018,Kerala,4881,832,Weather,Aug
2018,Odisha,3057,817,Vehicle Defect,Mar
2018,Haryana,4862,689,Weather,Jan
2019,Assam,3673,847,Vehicle Defect,May
2023,Delhi,753,217,Drunk Driving,Oct
2021,Delhi,2612,754,Speeding,Dec
2016,Maharashtra,2180,472,Weather,Jul
2023,Maharashtra,4101,851,Drunk Driving,Oct
2015,Odisha,4865,520,Drunk Driving,May
2019,Gujarat,2747,804,Weather,Oct
2017,Uttar Pradesh,3442,637,Vehicle Defect,Sep
2021,Kerala,316,48,Drunk Driving,Jun
2020,Madhya Pradesh,3016,451,Weather,Nov
2023,Kerala,1439,366,Weather,Jan
2023,West Bengal,3246,463,Drunk Driving,Jul
2015,Tamil Nadu,498,68,Overtaking,May
2023,Madhya Pradesh,3615,575,Overtaking,May
2017,Kerala,841,212,Weather,Aug
2021,Gujarat,2449,473,Weather,Jan
2021,Haryana,2088,382,Weather,Jan
2021,Delhi,4701,692,Overtaking,Mar
2017,Karnataka,4767,749,Weather,Oct
2021,Uttar Pradesh,3171,384,Weather,Oct
2021,Haryana,4467,930,Vehicle Defect,Sep
2023,Tamil Nadu,2274,469,Drunk Driving,Dec
2016,Uttar Pradesh,4716,741,Overtaking,Dec
2022,Kerala,2872,419,Weather,Mar
2015,Gujarat,2402,575,Weather,Feb
2019,Kerala,4719,1384,Vehicle Defect,Feb
2016,Delhi,4201,856,Weather,Jan
2017,Bihar,1350,374,Vehicle Defect,Oct
2020,Uttar Pradesh,1117,143,Vehicle Defect,Nov
2019,Assam,3777,625,Vehicle Defect,Mar
2018,Delhi,1989,430,Overtaking,Feb
2022,Karnataka,4328,774,Weather,Apr
2016,Uttar Pradesh,4856,1064,Vehicle Defect,Dec
2022,Haryana,436,127,Drunk Driving,Jan
2017,Madhya Pradesh,4333,681,Overtaking,Feb
2020,Punjab,2791,326,Drunk Driving,Mar
2017,Odisha,2863,712,Drunk Driving,Jan
2017,Madhya Pradesh,2759,361,Overtaking,Feb
2023,Rajasthan,3528,887,Drunk Driving,Jun
2023,Madhya Pradesh,3607,946,Vehicle Defect,Aug
2015,Madhya Pradesh,3994,999,Weather,Feb
2018,Maharashtra,4450,870,Overtaking,Jan
2020,Rajasthan,2393,277,Weather,Feb
2016,Maharashtra,3812,435,Weather,Mar
2016,Haryana,4497,1019,Drunk Driving,Aug
2021,Maharashtra,2115,300,Speeding,Jul
2023,Uttar Pradesh,1721,442,Overtaking,Jan
2023,Maharashtra,1233,192,Speeding,Dec
2018,Haryana,4978,800,Weather,Aug
2015,Karnataka,2850,507,Weather,Apr
2022,West Bengal,1640,303,Weather,Oct
2015,Madhya Pradesh,1343,281,Drunk Driving,Sep
2017,Punjab,3019,781,Drunk Driving,Mar
2022,Punjab,3519,689,Drunk Driving,Oct
2019,Bihar,942,270,Overtaking,Jan
2020,Tamil Nadu,2580,352,Weather,Dec
2017,Haryana,3711,974,Vehicle Defect,Nov
2022,Tamil Nadu,1404,195,Vehicle Defect,Jul
2017,Delhi,1636,246,Overtaking,Aug
2015,Punjab,744,83,Weather,Apr
2016,Kerala,2452,500,Speeding,Feb
2015,Haryana,4347,611,Speeding,Sep
2022,Madhya Pradesh,3453,684,Weather,Dec
2019,West Bengal,4591,604,Weather,Feb
2017,Uttar Pradesh,1674,292,Weather,May
2019,Madhya Pradesh,3370,440,Drunk Driving,Oct
2021,Karnataka,3615,615,Weather,Aug
2017,Madhya Pradesh,562,115,Drunk Driving,Mar
2021,Rajasthan,4540,1093,Drunk Driving,Dec
2023,Assam,2264,261,Overtaking,Jan
2022,Tamil Nadu,1781,531,Speeding,Nov
2018,West Bengal,2204,506,Weather,May
2020,Punjab,517,149,Speeding,Aug
2015,Madhya Pradesh,768,167,Drunk Driving,Mar
2020,Maharashtra,2805,552,Vehicle Defect,Jun
2022,Assam,2267,274,Overtaking,Jul
2015,Gujarat,4973,1038,Overtaking,May
2023,Rajasthan,2505,525,Speeding,Oct
2022,Kerala,4380,1214,Speeding,May
2020,Bihar,4610,1164,Speeding,Nov
2019,Uttar Pradesh,3526,425,Weather,Nov
2017,Maharashtra,1912,280,Drunk Driving,Feb
2019,Punjab,576,126,Overtaking,Nov
2022,Rajasthan,4220,564,Vehicle Defect,Dec
2020,Maharashtra,620,179,Overtaking,Mar
2023,Uttar Pradesh,359,99,Drunk Driving,Oct
2019,Bihar,2151,219,Vehicle Defect,Nov
2019,Madhya Pradesh,3724,490,Overtaking,Nov
2018,Punjab,3780,378,Speeding,Apr
2018,West Bengal,2222,382,Speeding,Aug
2022,Delhi,3563,648,Weather,Oct
2016,Haryana,351,38,Vehicle Defect,Apr
2017,Punjab,4779,1308,Speeding,Jul
2023,Madhya Pradesh,3542,698,Weather,Mar
2022,Madhya Pradesh,3610,1039,Vehicle Defect,Jan
2021,Karnataka,1212,326,Drunk Driving,Jan
2017,Gujarat,2793,675,Speeding,Mar
2016,Haryana,2024,547,Vehicle Defect,Jul
2018,West Bengal,4898,1083,Drunk Driving,Mar
2019,Odisha,4192,915,Drunk Driving,May
2019,Rajasthan,228,44,Overtaking,Feb
2022,Maharashtra,2709,545,Vehicle Defect,Jul
2022,Rajasthan,3135,742,Vehicle Defect,Apr
2015,Madhya Pradesh,2443,276,Speeding,Mar
2020,Uttar Pradesh,4779,735,Speeding,Feb
2023,Uttar Pradesh,3113,842,Speeding,Jan
2022,Odisha,2398,370,Drunk Driving,Jun
2022,Odisha,4652,953,Weather,Sep
2022,Tamil Nadu,152,35,Drunk Driving,Dec
2019,West Bengal,3409,505,Speeding,Jan
2017,Delhi,1402,384,Vehicle Defect,Aug
2019,Uttar Pradesh,1711,347,Weather,Sep
2020,West Bengal,1033,190,Overtaking,Oct
2023,Madhya Pradesh,4012,753,Overtaking,Jul
2023,Haryana,3170,907,Overtaking,Jun
2020,Punjab,2280,669,Vehicle Defect,Apr
2019,Gujarat,3620,892,Weather,Nov
2015,Gujarat,3258,732,Weather,Apr
2023,Delhi,2045,481,Speeding,Jan
2019,Assam,1079,213,Drunk Driving,Oct
2023,Delhi,3320,475,Speeding,Sep
2017,Maharashtra,3081,620,Speeding,Apr
2022,Rajasthan,2359,556,Weather,Mar
2018,Haryana,987,110,Weather,Dec
2017,Gujarat,3362,514,Vehicle Defect,Jul
2018,Rajasthan,4735,701,Weather,May
2020,Tamil Nadu,1449,242,Drunk Driving,Mar
2016,Assam,363,43,Overtaking,Aug
2016,Punjab,151,39,Drunk Driving,May
2018,Madhya Pradesh,4678,606,Weather,Jan
2017,Kerala,4083,528,Weather,Apr
2016,Maharashtra,3192,872,Drunk Driving,Jan
2023,Punjab,1782,495,Speeding,Sep
2020,Rajasthan,954,275,Weather,Dec
2015,Karnataka,3590,751,Vehicle Defect,Feb
2023,Tamil Nadu,1383,371,Speeding,Aug
2022,Haryana,141,23,Weather,Mar
2021,Delhi,1145,282,Speeding,Dec
2019,Punjab,1256,196,Weather,Jun
2017,Delhi,4650,1177,Speeding,Dec
2015,Bihar,1632,378,Weather,Jul
2019,Assam,4973,1336,Drunk Driving,Aug
2019,Tamil Nadu,3188,681,Weather,Aug
2016,Kerala,2233,386,Weather,Apr
2015,Gujarat,2709,438,Weather,Sep
2023,Madhya Pradesh,688,151,Weather,Apr
2023,Haryana,1194,143,Drunk Driving,Sep
2018,West Bengal,2720,656,Speeding,Dec
2019,Odisha,4929,1130,Speeding,Jul
2018,Uttar Pradesh,4783,1005,Weather,Jan
2015,Odisha,3981,669,Drunk Driving,Apr
2023,Punjab,3669,937,Drunk Driving,Jul
2016,Tamil Nadu,4974,1026,Overtaking,Feb
2017,Gujarat,4169,1221,Speeding,Oct
2022,Karnataka,2697,357,Speeding,Mar
2017,Bihar,1950,196,Weather,Oct
2023,Delhi,1181,177,Drunk Driving,Mar
2022,Haryana,2056,311,Weather,Jan
2017,Assam,4886,771,Vehicle Defect,Apr
2022,Kerala,623,88,Drunk Driving,Jul
2019,Punjab,1363,272,Speeding,Dec
2016,Gujarat,1396,256,Vehicle Defect,Sep
2019,Bihar,4677,742,Speeding,Feb
2015,Karnataka,2863,600,Speeding,Apr
2020,Tamil Nadu,4336,490,Vehicle Defect,Aug
2020,Karnataka,3272,808,Weather,Oct
2015,Tamil Nadu,1545,304,Vehicle Defect,Dec
2020,Punjab,2182,360,Speeding,Jun
2015,Gujarat,3325,869,Speeding,Dec
2023,Delhi,4946,738,Overtaking,Aug
2015,Kerala,591,109,Drunk Driving,Oct
2015,West Bengal,3548,1011,Drunk Driving,Sep
2019,Kerala,3781,491,Drunk Driving,Oct
2016,Karnataka,4242,1052,Vehicle Defect,Sep
2018,Odisha,3185,607,Weather,May
2018,Delhi,998,127,Overtaking,Aug
2017,Gujarat,3778,544,Speeding,Sep
2019,Punjab,4322,438,Weather,Nov
2018,Uttar Pradesh,3975,876,Speeding,Apr
2018,Uttar Pradesh,1509,441,Drunk Driving,Feb
2020,Bihar,2459,250,Overtaking,Dec
2019,Kerala,4521,1340,Overtaking,Feb
2022,Haryana,1883,286,Speeding,Jan
2017,Madhya Pradesh,2431,434,Vehicle Defect,Dec
2022,Rajasthan,1937,550,Weather,Mar
2021,Gujarat,3967,1167,Speeding,Aug
2018,Kerala,1930,571,Drunk Driving,Nov
2021,Delhi,4990,626,Overtaking,May
2019,Madhya Pradesh,114,31,Speeding,Jun
2023,Gujarat,1809,395,Drunk Driving,May
2023,Odisha,735,86,Vehicle Defect,Apr
2018,Madhya Pradesh,976,106,Vehicle Defect,Jan
2022,West Bengal,2537,271,Overtaking,Jan
2022,Haryana,590,84,Vehicle Defect,Feb
2021,Delhi,3575,680,Vehicle Defect,Mar
2016,West Bengal,2229,566,Vehicle Defect,Nov
2021,Karnataka,3744,1071,Weather,Feb
2015,Tamil Nadu,3060,796,Overtaking,Sep
2015,Punjab,318,82,Overtaking,Oct
2021,Kerala,3827,425,Vehicle Defect,Sep
2016,Tamil Nadu,307,75,Overtaking,Jan
2018,Odisha,2128,512,Weather,Apr
2016,Delhi,510,122,Drunk Driving,Jul
2016,Gujarat,4478,759,Speeding,Nov
2022,Tamil Nadu,831,137,Overtaking,Feb
2016,Assam,256,75,Vehicle Defect,Jan
2022,Karnataka,2461,319,Vehicle Defect,May
2023,Madhya Pradesh,4153,1197,Vehicle Defect,Apr
2021,Haryana,4114,1112,Vehicle Defect,May
2020,West Bengal,4313,701,Drunk Driving,Jan
2021,Karnataka,2599,533,Vehicle Defect,Sep
2018,West Bengal,4402,774,Overtaking,Jul
2018,West Bengal,4199,501,Drunk Driving,May
2020,Delhi,2292,561,Speeding,Oct
2018,Odisha,3968,522,Overtaking,Jan
2018,Gujarat,4209,612,Overtaking,May
2019,Rajasthan,1288,227,Weather,Dec
2021,Madhya Pradesh,322,63,Drunk Driving,Feb
2022,Uttar Pradesh,628,141,Speeding,Apr
2021,Assam,2135,238,Speeding,Mar
2019,Karnataka,1582,248,Overtaking,Jan
2021,Bihar,2850,390,Weather,Sep
2019,Odisha,1590,190,Speeding,Jun
2018,Uttar Pradesh,4941,994,Drunk Driving,Sep
2021,Karnataka,2924,376,Vehicle Defect,Sep
2015,Karnataka,774,133,Overtaking,Apr
2015,Uttar Pradesh,1497,238,Speeding,Dec
2019,Uttar Pradesh,622,142,Overtaking,Aug
2023,Gujarat,4718,1110,Weather,Feb
2022,Maharashtra,4621,1037,Weather,Apr
2017,Karnataka,3278,944,Vehicle Defect,Dec
2016,Gujarat,4616,1176,Weather,Jul
2019,Madhya Pradesh,3946,1059,Vehicle Defect,May
2023,Bihar,4962,983,Overtaking,Dec
2021,West Bengal,316,82,Speeding,Dec
2015,Gujarat,3770,636,Weather,Feb
2018,Karnataka,790,165,Overtaking,Mar
2017,Gujarat,446,56,Drunk Driving,Nov
2015,Odisha,1946,544,Drunk Driving,Oct
2019,Odisha,4870,1415,Drunk Driving,Jul
2022,Kerala,2505,556,Speeding,Dec
2015,Punjab,2725,338,Overtaking,Oct
2018,Delhi,2654,348,Weather,Dec
2016,Tamil Nadu,4942,1187,Drunk Driving,Feb
2023,Kerala,4122,616,Drunk Driving,Feb
2020,Rajasthan,395,75,Drunk Driving,Feb
2019,Uttar Pradesh,3147,529,Vehicle Defect,Aug
2022,Maharashtra,4738,1108,Drunk Driving,Nov
2016,Haryana,2416,485,Drunk Driving,Jun
2018,Karnataka,4480,801,Weather,Oct
2023,Rajasthan,1532,353,Weather,Apr
2021,Gujarat,4435,1275,Drunk Driving,Feb
2017,Maharashtra,1457,159,Drunk Driving,Mar
2019,Delhi,3481,368,Overtaking,Dec
2020,Rajasthan,1252,278,Weather,May
2015,Delhi,3483,588,Vehicle Defect,Jan
2016,Delhi,623,137,Weather,Aug
2016,Maharashtra,2650,592,Vehicle Defect,Sep
2019,Assam,1650,261,Vehicle Defect,Jun
2023,Rajasthan,2274,402,Vehicle Defect,Jan
2021,Maharashtra,707,98,Overtaking,Feb
2016,Bihar,2846,485,Drunk Driving,Oct
2020,Bihar,4081,929,Speeding,Nov
2017,West Bengal,627,187,Overtaking,Oct
2016,Odisha,1648,341,Drunk Driving,Jan
2018,Karnataka,447,130,Overtaking,Aug
2016,Tamil Nadu,2669,645,Vehicle Defect,Nov
2023,Bihar,388,63,Overtaking,Dec
2017,Tamil Nadu,1920,391,Overtaking,Aug
2015,Delhi,1671,177,Drunk Driving,Apr
2016,Odisha,1953,467,Drunk Driving,Feb
2019,Punjab,3187,402,Drunk Driving,Sep
2016,Assam,3283,650,Drunk Driving,Aug
2020,Kerala,407,54,Speeding,Apr
2020,Uttar Pradesh,1513,226,Weather,Aug
2021,Assam,3657,971,Speeding,Mar
2019,Assam,533,124,Drunk Driving,Sep
2023,Karnataka,386,83,Speeding,Feb
2017,Delhi,4009,1041,Overtaking,Dec
2023,Assam,625,135,Drunk Driving,Jul
2021,Delhi,922,120,Weather,Jan
2023,Uttar Pradesh,1529,216,Overtaking,Jan
2022,Karnataka,1964,458,Weather,Oct
2022,Karnataka,1375,249,Weather,Jul
2018,Haryana,218,48,Speeding,Jul
2021,Madhya Pradesh,4567,1114,Drunk Driving,May
2018,Odisha,4284,1240,Drunk Driving,Dec
2017,Rajasthan,4433,617,Drunk Driving,Dec
2022,Odisha,3610,373,Overtaking,Oct
2022,Karnataka,452,64,Drunk Driving,Jan
2018,Uttar Pradesh,1600,261,Vehicle Defect,Sep
2016,Tamil Nadu,2485,354,Weather,Apr
2023,Maharashtra,4815,867,Drunk Driving,Jul
2018,Punjab,1923,249,Speeding,Oct
2018,Assam,4804,804,Speeding,Oct
2022,Gujarat,2349,654,Drunk Driving,Nov
2017,West Bengal,1328,184,Vehicle Defect,Jan
2021,West Bengal,647,174,Vehicle Defect,May
2018,Bihar,2656,608,Overtaking,Sep
2018,Tamil Nadu,268,70,Speeding,Dec
2019,Karnataka,2574,643,Vehicle Defect,Oct
2023,Bihar,4223,425,Weather,Jun
2015,Rajasthan,3840,938,Drunk Driving,Jun
2017,Assam,4689,1132,Speeding,Aug
2019,West Bengal,279,73,Overtaking,Apr
2018,Punjab,884,192,Speeding,Dec
2023,Bihar,2368,571,Weather,Apr
2015,Madhya Pradesh,4359,1246,Drunk Driving,Aug
2016,Gujarat,3180,485,Overtaking,Sep
2020,Maharashtra,4897,1309,Drunk Driving,May
2021,Karnataka,2349,661,Drunk Driving,May
2018,West Bengal,365,65,Drunk Driving,Sep
2017,Gujarat,1747,393,Overtaking,Nov
2019,Bihar,1780,367,Drunk Driving,May
2018,Maharashtra,157,41,Vehicle Defect,Jun
2015,Delhi,1012,221,Drunk Driving,Feb
2016,Karnataka,1458,222,Speeding,Apr
2017,Haryana,4351,887,Drunk Driving,May
2015,Maharashtra,4251,943,Vehicle Defect,May
2016,Karnataka,602,164,Vehicle Defect,Feb
2018,Bihar,3900,390,Drunk Driving,Feb
2018,Gujarat,1629,233,Weather,Aug
2020,Madhya Pradesh,4323,757,Speeding,Oct
2018,Gujarat,2810,359,Speeding,Apr
2023,Odisha,494,101,Vehicle Defect,Aug
2022,Kerala,3050,768,Vehicle Defect,Oct
2018,Maharashtra,4436,1270,Drunk Driving,Oct
2020,Uttar Pradesh,2649,542,Weather,Jun
2018,Uttar Pradesh,4496,903,Overtaking,May
2015,Uttar Pradesh,3602,650,Overtaking,Jul
2018,Bihar,625,118,Weather,Jul
2020,Gujarat,1109,330,Overtaking,Aug
2023,Assam,2413,498,Drunk Driving,Jan
2015,Odisha,603,97,Speeding,Mar
2020,Maharashtra,3387,680,Speeding,Jan
2023,West Bengal,4790,1131,Overtaking,Jan
2021,Tamil Nadu,4176,1091,Vehicle Defect,Feb
2015,Kerala,1797,255,Vehicle Defect,Jul
2017,Odisha,1637,484,Speeding,Jan
2022,Maharashtra,1215,343,Overtaking,Dec
2017,Tamil Nadu,1854,483,Drunk Driving,Jul
2015,Rajasthan,3867,608,Overtaking,Mar
2021,Tamil Nadu,2846,766,Overtaking,Jan
2016,Odisha,2354,584,Drunk Driving,Dec
2019,Rajasthan,3337,914,Vehicle Defect,May
2019,West Bengal,1128,319,Weather,Jun
2016,Bihar,1079,321,Overtaking,Jan
2019,Bihar,769,159,Speeding,Jan
2019,West Bengal,3387,872,Overtaking,Aug
2022,Gujarat,3714,670,Speeding,Oct
2020,Bihar,667,70,Overtaking,Feb
2023,Gujarat,279,81,Overtaking,May
2016,Assam,261,45,Overtaking,Jan
2015,Uttar Pradesh,3874,797,Vehicle Defect,Sep
2020,Madhya Pradesh,3691,750,Vehicle Defect,Aug
2023,West Bengal,4963,1290,Drunk Driving,Sep
2020,Karnataka,1094,242,Drunk Driving,Mar
2022,Odisha,463,115,Weather,May
2022,Assam,2014,396,Drunk Driving,Sep
2018,Delhi,831,136,Overtaking,Mar
2019,Delhi,1496,320,Overtaking,Jul
2015,Delhi,1004,235,Weather,Sep
2015,Assam,2501,312,Weather,Apr
2015,Punjab,3498,570,Speeding,Jul
2017,Bihar,3491,884,Overtaking,Nov
2017,Odisha,4400,534,Overtaking,Jan
2017,Punjab,660,180,Drunk Driving,Sep
2016,Haryana,4479,824,Speeding,Jun
2017,Assam,3720,1097,Vehicle Defect,Sep
2019,Kerala,4985,1281,Vehicle Defect,Apr
2018,Kerala,4419,482,Overtaking,Apr
2022,Gujarat,4950,652,Vehicle Defect,Dec
2023,Uttar Pradesh,4733,738,Overtaking,Jun
2020,Karnataka,2540,334,Drunk Driving,Aug
2018,Madhya Pradesh,4368,1139,Speeding,Mar
2016,Madhya Pradesh,2439,531,Speeding,Aug
2018,Bihar,2811,474,Speeding,Oct
2017,Karnataka,3910,560,Vehicle Defect,Nov
2017,Rajasthan,4910,1212,Speeding,Dec
2023,Rajasthan,4339,701,Drunk Driving,Sep
2023,Maharashtra,4108,900,Weather,Jul
2018,Delhi,2280,554,Speeding,Sep
2021,Haryana,2167,511,Speeding,Dec
2018,Haryana,4433,528,Vehicle Defect,Oct
2020,Gujarat,3602,446,Speeding,Jun
2017,West Bengal,1308,296,Drunk Driving,Sep
2021,Kerala,4540,929,Vehicle Defect,Apr
2023,Assam,3880,945,Weather,Dec
2021,Rajasthan,1001,126,Overtaking,May
2015,Uttar Pradesh,2642,309,Vehicle Defect,Jun
2020,Uttar Pradesh,3820,790,Weather,Dec
2021,Maharashtra,2299,477,Speeding,May
2017,Kerala,2185,292,Overtaking,Oct
2021,Haryana,849,89,Speeding,Oct
2017,Haryana,2944,476,Speeding,Jul
2018,Rajasthan,353,78,Vehicle Defect,Oct
2017,Tamil Nadu,3856,937,Weather,Mar
2018,Rajasthan,512,66,Vehicle Defect,Sep
2016,Odisha,2730,600,Drunk Driving,Dec
2018,Assam,4723,659,Weather,Dec
2022,Gujarat,4881,1117,Speeding,Dec
2018,Tamil Nadu,555,117,Drunk Driving,May
2018,Karnataka,997,220,Weather,Sep
2020,Assam,4377,1103,Vehicle Defect,May
2023,Gujarat,4461,658,Vehicle Defect,May
2021,Gujarat,3277,378,Overtaking,Mar
2017,Maharashtra,2499,330,Vehicle Defect,Dec
2018,Uttar Pradesh,3089,571,Speeding,Mar
2019,Haryana,592,160,Vehicle Defect,Jun
2023,Maharashtra,4634,514,Vehicle Defect,Dec
2017,Uttar Pradesh,1503,296,Vehicle Defect,Mar
2015,Uttar Pradesh,4425,524,Overtaking,May
2020,Delhi,135,25,Weather,Aug
2019,Madhya Pradesh,1215,224,Speeding,Feb
2021,Assam,1163,245,Overtaking,Aug
2018,West Bengal,3573,879,Drunk Driving,Nov
2021,Kerala,1919,464,Drunk Driving,Jun
2020,Haryana,2912,369,Drunk Driving,Nov
2020,West Bengal,3475,537,Vehicle Defect,Feb
2022,Uttar Pradesh,3900,721,Vehicle Defect,Oct
2023,Haryana,4354,514,Speeding,Nov
2015,Gujarat,1876,379,Speeding,Jul
2022,Kerala,4333,1153,Weather,Apr
2021,Kerala,483,111,Drunk Driving,Mar
2015,Punjab,4410,632,Speeding,Sep
2019,Kerala,1914,307,Weather,Aug
2015,Madhya Pradesh,4505,702,Speeding,Aug
2020,Karnataka,4343,863,Vehicle Defect,Oct
2016,West Bengal,3743,619,Speeding,Jun
2022,Delhi,2706,572,Weather,Jul
2017,Haryana,2226,375,Vehicle Defect,Sep
2017,West Bengal,4515,1027,Vehicle Defect,Oct
2019,Madhya Pradesh,165,46,Overtaking,Dec
2022,Uttar Pradesh,810,171,Weather,Jan
2017,Bihar,2941,747,Vehicle Defect,Nov
2017,Tamil Nadu,2086,413,Vehicle Defect,Jul
2015,Tamil Nadu,3704,1062,Drunk Driving,Jul
2016,Haryana,3497,748,Drunk Driving,Jul
2021,Gujarat,4604,1206,Overtaking,Sep
2020,Maharashtra,1252,144,Vehicle Defect,Nov
2021,Karnataka,1569,324,Speeding,Mar
2019,Madhya Pradesh,4565,619,Speeding,Jul
2023,Karnataka,4049,877,Vehicle Defect,Apr
2023,Kerala,394,87,Speeding,Jun
2020,Maharashtra,120,29,Drunk Driving,Oct
2021,Kerala,3104,570,Overtaking,Sep
2015,Haryana,4300,725,Vehicle Defect,Apr
2019,Maharashtra,811,197,Overtaking,Jan
2022,Gujarat,2064,307,Vehicle Defect,Apr
2023,Karnataka,4809,778,Vehicle Defect,Nov
2021,Odisha,974,174,Vehicle Defect,Dec
2016,Tamil Nadu,651,145,Drunk Driving,Mar
2016,Uttar Pradesh,778,201,Drunk Driving,Apr
2017,West Bengal,3944,514,Overtaking,Feb
2018,Odisha,3722,806,Weather,Jan
2022,Haryana,4075,487,Overtaking,Feb
2016,Madhya Pradesh,2748,300,Vehicle Defect,Sep
2023,Karnataka,1887,222,Drunk Driving,Jul
2016,Maharashtra,2395,475,Vehicle Defect,Nov
2019,Tamil Nadu,4079,887,Vehicle Defect,Apr
2020,Madhya Pradesh,3283,517,Drunk Driving,Sep
2021,Assam,3558,894,Weather,Jul
2017,Karnataka,1464,285,Weather,Sep
2021,Rajasthan,2046,277,Speeding,Jan
2015,Uttar Pradesh,158,32,Drunk Driving,Mar
2023,West Bengal,1206,153,Speeding,Oct
2020,Gujarat,3157,420,Overtaking,Mar
2018,Maharashtra,4513,722,Overtaking,Apr
2022,Assam,2755,513,Vehicle Defect,Jun
2022,Delhi,3625,1076,Drunk Driving,Aug
2020,West Bengal,2405,512,Speeding,Aug
2015,Tamil Nadu,1309,277,Weather,Jul
2018,Maharashtra,3691,612,Overtaking,Jun
2016,Assam,1565,421,Speeding,Nov
2018,Karnataka,2529,398,Weather,Aug
2019,Delhi,2623,725,Speeding,Feb
2022,West Bengal,2751,449,Drunk Driving,May
2017,Madhya Pradesh,1859,314,Weather,Sep
2019,Punjab,4489,1033,Overtaking,Apr
2017,Tamil Nadu,2814,807,Vehicle Defect,Mar
2023,Madhya Pradesh,4583,1133,Overtaking,Apr
2021,Punjab,640,100,Vehicle Defect,Mar
2022,Tamil Nadu,2521,745,Drunk Driving,Jun
2019,West Bengal,1357,160,Vehicle Defect,May
2022,Delhi,3492,807,Speeding,Aug
2023,Bihar,1324,234,Overtaking,Jan
2016,Punjab,1463,225,Overtaking,Dec
2016,Assam,3016,644,Vehicle Defect,Jan
2015,Uttar Pradesh,3519,603,Overtaking,Oct
2022,Karnataka,2885,386,Drunk Driving,Oct
2023,Maharashtra,3069,525,Drunk Driving,Dec
2018,Rajasthan,4116,1168,Drunk Driving,Nov
2021,Bihar,3976,535,Speeding,Jun
2019,Punjab,955,167,Vehicle Defect,Sep
2021,Odisha,2152,422,Vehicle Defect,May
2015,Uttar Pradesh,219,24,Speeding,Jun
2022,Haryana,4168,641,Vehicle Defect,Apr
2015,Madhya Pradesh,988,192,Speeding,Feb
2018,Delhi,4000,958,Overtaking,Sep
2017,Tamil Nadu,2332,344,Overtaking,Mar
2016,Punjab,2764,381,Overtaking,Aug
2022,Tamil Nadu,3558,403,Weather,Aug
2017,Tamil Nadu,3164,334,Drunk Driving,Jan
2019,Delhi,4721,496,Drunk Driving,Feb
2021,Assam,1816,243,Drunk Driving,Jun
2018,Kerala,4912,1396,Overtaking,May
2016,Gujarat,3138,369,Weather,Jun
2015,Maharashtra,3240,804,Drunk Driving,May
2018,Punjab,4613,500,Weather,May
2021,Tamil Nadu,4023,506,Drunk Driving,Jun
2017,Rajasthan,1350,221,Vehicle Defect,Jun
2015,Maharashtra,964,281,Weather,Mar
2021,Kerala,3420,361,Vehicle Defect,Aug
2016,Gujarat,1879,233,Drunk Driving,Dec
2018,Bihar,167,32,Vehicle Defect,Dec
2023,Rajasthan,3533,917,Overtaking,Feb
2019,Karnataka,1302,273,Drunk Driving,Dec
2020,Tamil Nadu,3691,850,Speeding,Feb
2022,Rajasthan,4220,976,Overtaking,Jun
2016,Delhi,3368,574,Overtaking,Mar
2015,Uttar Pradesh,313,86,Speeding,Dec
2016,Uttar Pradesh,3770,720,Weather,Jul
2023,West Bengal,279,55,Overtaking,Jul
2017,Uttar Pradesh,2726,366,Speeding,Jan
2022,Tamil Nadu,3983,483,Weather,May
2023,Assam,658,169,Speeding,Apr
2020,Tamil Nadu,4489,566,Vehicle Defect,Dec
2020,Kerala,766,188,Speeding,Mar
2015,Gujarat,4022,932,Vehicle Defect,Jun
2017,Punjab,3468,796,Speeding,Dec
2020,Rajasthan,1198,345,Weather,Mar
2017,Kerala,3034,874,Vehicle Defect,May
2023,Delhi,3212,513,Weather,Aug
2016,Haryana,1081,226,Speeding,Mar
2018,Uttar Pradesh,1567,386,Vehicle Defect,Apr
2019,Assam,965,172,Drunk Driving,Dec
2018,Madhya Pradesh,520,142,Drunk Driving,Apr
2018,Karnataka,2907,383,Weather,May
2023,Bihar,4280,998,Overtaking,Dec
2016,Maharashtra,500,133,Speeding,Mar
2020,Tamil Nadu,2208,225,Weather,Aug
2021,Punjab,1154,221,Speeding,Jun
